name	name_type	variants	role_or_relator	lcnaf_string	lcnaf_uri	Institution	source_system	collection	source					
"Howard, Ebenezer, Sir, 1850-1928"	personal				https://lccn.loc.gov/n82037478	NCSU	ArchivesSpace		lcnaf					
"Nye, Russel B. (Russel Blaine), 1913-1993"	personal				https://lccn.loc.gov/n79017960	NCSU	ArchivesSpace		lcnaf					
"Westberg, Granger E."	personal				https://lccn.loc.gov/n88621947	NCSU	ArchivesSpace		lcnaf					
"Short, Robert L."	personal				https://lccn.loc.gov/n50022947	NCSU	ArchivesSpace		lcnaf					
"Wimberley, Ronald C."	personal				https://lccn.loc.gov/n80040052	NCSU	ArchivesSpace		lcnaf					
"Cronon, Edmund David"	personal				https://lccn.loc.gov/n50018379	NCSU	ArchivesSpace		lcnaf					
"Sobel, Robert, 1931 February 19-1999"	personal				https://lccn.loc.gov/n79090242	NCSU	ArchivesSpace		lcnaf					
"Packard, Vance, 1914-1996"	personal				https://lccn.loc.gov/n50051563	NCSU	ArchivesSpace		lcnaf					
"Beard, Miriam, 1901-1983"	personal				https://lccn.loc.gov/no2004078140	NCSU	ArchivesSpace		lcnaf					
"Heimann, Eduard, 1889-1967"	personal				https://lccn.loc.gov/n81094129	NCSU	ArchivesSpace		lcnaf					
"Beilenson, Edna, 1909-1981"	personal				https://lccn.loc.gov/n85197118	NCSU	ArchivesSpace		lcnaf					
"Lakin, Alan"	personal				https://lccn.loc.gov/n87899188	NCSU	ArchivesSpace		lcnaf					
"Armour, Richard, 1906-1989"	personal				https://lccn.loc.gov/n79135486	NCSU	ArchivesSpace		lcnaf					
"Current, Richard Nelson"	personal				https://lccn.loc.gov/n79039877	NCSU	ArchivesSpace		lcnaf					
full name not entered ##jw5	personal					NCSU	ArchivesSpace		ingest					
"Rojas, Jessica"	personal					NCSU	ArchivesSpace		local					
"Winston, Ellen, 1903-1984"	personal				https://lccn.loc.gov/n87891477	NCSU	ArchivesSpace		lcnaf					
"Bernstein, Richard J."	personal				https://lccn.loc.gov/n50007709	NCSU	ArchivesSpace		lcnaf					
"Cady, Edwin Harrison"	personal				https://lccn.loc.gov/n79138653	NCSU	ArchivesSpace		lcnaf					
"Aldridge, Alfred Owen, 1915-2005"	personal				https://lccn.loc.gov/n50041034	NCSU	ArchivesSpace		lcnaf					
"Garraty, John A. (John Arthur), 1920-2007"	personal				https://lccn.loc.gov/n79121338	NCSU	ArchivesSpace		lcnaf					
"Lorant, Stefan, 1901-1997"	personal				https://lccn.loc.gov/n78096065	NCSU	ArchivesSpace		lcnaf					
"Segal, Erich, 1937-2010"	personal				https://lccn.loc.gov/n80020781	NCSU	ArchivesSpace		lcnaf					
"Schimizzi, Ned V."	personal				https://lccn.loc.gov/no89001463	NCSU	ArchivesSpace		lcnaf					
"Lacy, Dan, 1914-2001"	personal				https://lccn.loc.gov/n50041330	NCSU	ArchivesSpace		lcnaf					
"Miller, William, 1912-1992"	personal				https://lccn.loc.gov/n78085452	NCSU	ArchivesSpace		lcnaf					
"Gerster, Patrick"	personal				https://lccn.loc.gov/n50016512	NCSU	ArchivesSpace		lcnaf					
"Keller, Kenneth"	personal					NCSU	ArchivesSpace		ingest					
"Conkin, Paul Keith"	personal				https://lccn.loc.gov/n80053320	NCSU	ArchivesSpace		lcnaf					
"Frommer, Arthur"	personal				https://lccn.loc.gov/n80049790	NCSU	ArchivesSpace		lcnaf					
"Hyman, Mac, 1923-1963"	personal				https://lccn.loc.gov/n96003523	NCSU	ArchivesSpace		lcnaf					
"Jones, Howard Mumford, 1892-1980"	personal				https://lccn.loc.gov/n78096067	NCSU	ArchivesSpace		lcnaf					
"Emswiler, Sharon Neufer, 1944-"	personal				https://lccn.loc.gov/n80010423	NCSU	ArchivesSpace		lcnaf					
"Patman, Wright, 1893-1976"	personal				https://lccn.loc.gov/n50050664	NCSU	ArchivesSpace		lcnaf					
"Birmingham, Stephen"	personal				https://lccn.loc.gov/n79060641	NCSU	ArchivesSpace		lcnaf					
"Krout, John A. (John Allen), 1896-1979"	personal				https://lccn.loc.gov/n50046051	NCSU	ArchivesSpace		lcnaf					
"Walters, Ronald G."	personal				https://lccn.loc.gov/n82238101	NCSU	ArchivesSpace		lcnaf					
"Huneycutt, William Orr, 1904-1970"	personal					NCSU	ArchivesSpace		local					
"Powell, Sumner Chilton, 1924-"	personal				https://lccn.loc.gov/no2003042705	NCSU	ArchivesSpace		lcnaf					
"McGiffert, Michael"	personal				https://lccn.loc.gov/n50013629	NCSU	ArchivesSpace		lcnaf					
"Wright, Nathan"	personal				https://lccn.loc.gov/n50015848	NCSU	ArchivesSpace		lcnaf					
"Douglass, Elisha P."	personal				https://lccn.loc.gov/n88267502	NCSU	ArchivesSpace		lcnaf					
"Scheer, George F."	personal				https://lccn.loc.gov/n50021615	NCSU	ArchivesSpace		lcnaf					
"Malone, Dumas, 1892-1986"	personal				https://lccn.loc.gov/n79061940	NCSU	ArchivesSpace		lcnaf					
"White, Leonard Dupee, 1891-1958"	personal				https://lccn.loc.gov/n50020231	NCSU	ArchivesSpace		lcnaf					
"Parker, Elizabeth G."	personal				https://lccn.loc.gov/n83016013	NCSU	ArchivesSpace		lcnaf					
"Millett, Kate"	personal				https://lccn.loc.gov/n79018615	NCSU	ArchivesSpace		lcnaf					
"Clogston, Roy"	personal					NCSU	ArchivesSpace		local					
"Bartlett, John"	personal				https://lccn.loc.gov/n88636183	NCSU	ArchivesSpace		lcnaf					
"Willis, Hulon"	personal				https://lccn.loc.gov/n50019248	NCSU	ArchivesSpace		lcnaf					
"Forbes, Allan, 1874-1955"	personal				https://lccn.loc.gov/nr2001009169	NCSU	ArchivesSpace		lcnaf					
"Dowd, Douglas Bevan"	personal				https://lccn.loc.gov/no95045577	NCSU	ArchivesSpace		lcnaf					
"Lee, Harper"	personal				https://lccn.loc.gov/n50038872	NCSU	ArchivesSpace		lcnaf					
"Portis, Charles"	personal				https://lccn.loc.gov/n78093723	NCSU	ArchivesSpace		lcnaf					
"Lederer, William J., 1912-2009"	personal				https://lccn.loc.gov/n50042576	NCSU	ArchivesSpace		lcnaf					
"Ferrell, J. K. (James K.)"	personal				http://lccn.loc.gov/n80150276	NCSU	ArchivesSpace		lcnaf					
"Pahlas, Clark"	personal					NCSU	ArchivesSpace		local					
"Bender, Margaret"	personal				https://lccn.loc.gov/no2012099203	NCSU	ArchivesSpace		lcnaf					
"Coyle, David Cushman, 1887-1969"	personal				https://lccn.loc.gov/n50019168	NCSU	ArchivesSpace		lcnaf					
"Kaufman, Bel"	personal				https://lccn.loc.gov/n79077247	NCSU	ArchivesSpace		lcnaf					
"Townsend, Robert, 1920-"	personal				https://lccn.loc.gov/n83176223	NCSU	ArchivesSpace		lcnaf					
"Speizman, Milton D."	personal				https://lccn.loc.gov/no99003691	NCSU	ArchivesSpace		lcnaf					
"Iriye, Akira"	personal				https://lccn.loc.gov/n79026829	NCSU	ArchivesSpace		lcnaf					
"Spillane, Mickey, 1918-2006"	personal				https://lccn.loc.gov/n50021194	NCSU	ArchivesSpace		lcnaf					
"González, Justo, 1902-"	personal				https://lccn.loc.gov/n91025276	NCSU	ArchivesSpace		lcnaf					
"Wise, Felicity"	personal				https://lccn.loc.gov/no96018437	NCSU	ArchivesSpace		lcnaf					
"Nielsen, L. W. (Lowell Wendell), 1910-1988"	personal					NCSU	ArchivesSpace		local					
"Anderson, Sherwood, 1876-1941"	personal				https://lccn.loc.gov/n79045519	NCSU	ArchivesSpace		lcnaf					
"Molloy, John T."	personal				https://lccn.loc.gov/n80097520	NCSU	ArchivesSpace		lcnaf					
"Henderson, Ernest, 1897-1967"	personal				https://lccn.loc.gov/no2006118031	NCSU	ArchivesSpace		lcnaf					
"Lewis, Sinclair, 1885-1951"	personal				https://lccn.loc.gov/n79023149	NCSU	ArchivesSpace		lcnaf					
"Massey, Frances Wilson, 1929-"	personal					NCSU	ArchivesSpace							
"Cease, Clymer"	personal					NCSU	ArchivesSpace		local					
"Emery, Gwen"	personal					NCSU	ArchivesSpace		local					
"Deaton, Patrick"	personal				https://lccn.loc.gov/no2010048924	NCSU	ArchivesSpace		lcnaf					
"Goldgeier, Eileen"	personal					NCSU	ArchivesSpace		local					
"Pearson, Charles, 1875-1966"	personal					NCSU	ArchivesSpace		local					
"Kelner, Marian A."	personal					NCSU	ArchivesSpace		local					
"Robertson, Wyndham G."	personal					NCSU	ArchivesSpace							
"Brown, A. Theodore (Andrew Theodore), 1923-"	personal				https://lccn.loc.gov/n50056684	NCSU	ArchivesSpace		lcnaf					
"Manning, Thomas G."	personal				https://lccn.loc.gov/n85802511	NCSU	ArchivesSpace		lcnaf					
"Lamar, Howard Roberts"	personal				https://lccn.loc.gov/n81032807	NCSU	ArchivesSpace		lcnaf					
"Rankin, Hugh F."	personal				https://lccn.loc.gov/n50053930	NCSU	ArchivesSpace		lcnaf					
"Rauch, Basil, 1908-1986"	personal				https://lccn.loc.gov/n50054010	NCSU	ArchivesSpace		lcnaf					
"Yeatman, Robert Julian"	personal				https://lccn.loc.gov/nr94034863	NCSU	ArchivesSpace		lcnaf					
"Madison, James, 1751-1836"	personal				https://lccn.loc.gov/n80067022	NCSU	ArchivesSpace		lcnaf					
"Jay, John, 1745-1829"	personal				https://lccn.loc.gov/n79088877	NCSU	ArchivesSpace		lcnaf					
"Noblin, Stuart, 1913-1977"	personal				https://lccn.loc.gov/no2013059934	NCSU	ArchivesSpace		lcnaf					
"Diamond, Martin"	personal				https://lccn.loc.gov/nr96000859	NCSU	ArchivesSpace		lcnaf					
"Nutter, G. Warren"	personal				https://lccn.loc.gov/n50024491	NCSU	ArchivesSpace		lcnaf					
"Thornbury, Les"	personal					NCSU	ArchivesSpace		local					
"Hilliard, Garland K."	personal					NCSU	ArchivesSpace		local					
"Daniels, Jonathan, 1902-1981"	personal				http://lccn.loc.gov/n50037359	NCSU	ArchivesSpace		lcnaf					
"Donovan, Hedley"	personal				http://lccn.loc.gov/n84123494	NCSU	ArchivesSpace		lcnaf					
"Kenan, Frank H. (Frank Hawkins)"	personal				http://lccn.loc.gov/no2003006607	NCSU	ArchivesSpace		lcnaf					
"Loomis, Carol"	personal				http://lccn.loc.gov/n2012060458	NCSU	ArchivesSpace		lcnaf					
"Robertson, Julian Hart, 1899-"	personal				https://lccn.loc.gov/n83189522	NCSU	ArchivesSpace		lcnaf					
"Spangler, C. D., Jr. (Clemmie Dixon), 1932-2018"	personal				http://lccn.loc.gov/n93003536	NCSU	ArchivesSpace		lcnaf					
"Poe, Clarence Hamiliton, 1881-1964"	personal				http://lccn.loc.gov/n85216767	NCSU	ArchivesSpace		lcnaf					
"White, Leonard W."	personal					NCSU	ArchivesSpace		local					
"Foster, Jacklyn"	personal					NCSU	ArchivesSpace		local					
"Martin, Anna"	personal					NCSU	ArchivesSpace		local					
"Biddy, Oscar David, 1934-2009"	personal					NCSU	ArchivesSpace		local					
"Powers, Kathleen"	personal					NCSU	ArchivesSpace		local					
"Schwartz, Jordan"	personal					NCSU	ArchivesSpace		local					
"Hauser, Allison"	personal					NCSU	ArchivesSpace		local					
"Peele, Danny"	personal					NCSU	ArchivesSpace		local					
"Williams, Matthew"	personal					NCSU	ArchivesSpace		local					
"Mitchell, Laurie"	personal					NCSU	ArchivesSpace		local					
"Polk, L. L. (Leonidas La Fayette), 1837-1892"	personal				http://lccn.loc.gov/no2002061261	NCSU	ArchivesSpace		lcnaf					
jrstewa6	personal					NCSU	ArchivesSpace		local					
"Gatlin, Joel"	personal					NCSU	ArchivesSpace		local					
"Terreri, Michael"	personal					NCSU	ArchivesSpace		local					
"Henry, Joann"	personal					NCSU	ArchivesSpace		local					
"Johnson, Lisa"	personal					NCSU	ArchivesSpace		local					
"Barber, Jamie V."	personal					NCSU	ArchivesSpace		local					
"Poulton, Randy"	personal					NCSU	ArchivesSpace		local					
"Scoggins, Jennifer"	personal					NCSU	ArchivesSpace		local					
"Hoover, Dale M."	personal				https://lccn.loc.gov/n50028944	NCSU	ArchivesSpace		lcnaf					
"Miller, Allan R.,  1952-1994"	personal					NCSU	ArchivesSpace		local					
"Farmer, Kyle"	personal					NCSU	ArchivesSpace		local					
"Delage, Monique"	personal					NCSU	ArchivesSpace		local					
"Withers, Lisa"	personal					NCSU	ArchivesSpace		local					
"Adams, Clark"	personal					NCSU	ArchivesSpace		local					
"Pearce, Ann"	personal					NCSU	ArchivesSpace		local					
"Cobb, Jenna"	personal					NCSU	ArchivesSpace		local					
"Milam, James P."	personal					NCSU	ArchivesSpace		ingest					
"Dixon, Thomas, Jr., 1864-1946"	personal				https://lccn.loc.gov/n50027342	NCSU	ArchivesSpace		lcnaf					
"Maxwell, Allen Jay, Jr."	personal					NCSU	ArchivesSpace		ingest					
"Knapp, Joseph Palmer, 1864-1951"	personal				https://lccn.loc.gov/no2011106046	NCSU	ArchivesSpace		lcnaf					
"Vinson, James T., III (James Thomas)"	personal				ahd1046431	NCSU	ArchivesSpace		AIA Historical Directory					
"Kane, Kevin M."	personal					NCSU	ArchivesSpace		ingest					
"Naylor, John, 1796-"	personal					NCSU	ArchivesSpace		ingest					
"Upjohn, Hobart Brown"	personal					NCSU	ArchivesSpace		local					
"Britt, William M."	personal					NCSU	ArchivesSpace		local					
"Newton, Sol Williams,  1893-1970"	personal					NCSU	ArchivesSpace		local					
"Cherry, Louis W."	personal					NCSU	ArchivesSpace		local					
"Smith, Jill B. (PA)"	personal					NCSU	ArchivesSpace		ingest					
"Flannagan, Eric G. (Eric Goodyear), 1892-1970"	personal				ahd1013997	NCSU	ArchivesSpace		AIA Historical Directory					
"Melam, James P. (Architect)"	personal					NCSU	ArchivesSpace		ingest					
"Roughton, Lucien M. (AIA)"	personal					NCSU	ArchivesSpace		ingest					
"Wilson, Warren R., Jr."	personal					NCSU	ArchivesSpace		ingest					
"Paulson, Jehu Dewitt, 1893-1972"	personal				ahd1034295	NCSU	ArchivesSpace		AIA Historical Directory					
"Runyan, P. W."	personal					NCSU	ArchivesSpace		ingest					
"Hardy, Alison Grudier"	personal					NCSU	ArchivesSpace		local					
"McLawhorn, H.R., Jr. (Herman Russell)"	personal				ahd1029698	NCSU	ArchivesSpace		AIA Historical Directory					
"Littleton, Isaac T. (Isaac Thomas), 1921-"	personal				https://lccn.loc.gov/no2016131255	NCSU	ArchivesSpace		lcnaf					
"Owen, Leonard H."	personal					NCSU	ArchivesSpace		ingest					
"Owens, Betty"	personal				https://lccn.loc.gov/n96031363	NCSU	ArchivesSpace		lcnaf					
"Lamm, Anna"	personal					NCSU	ArchivesSpace		local					
"Buchman, Tim"	personal				https://lccn.loc.gov/no96001206	NCSU	ArchivesSpace		lcnaf					
"Raulston, J. C."	personal				https://lccn.loc.gov/n95007372	NCSU	ArchivesSpace		lcnaf					
"Hackney, George Franklin, 1905-1997"	personal				ahd1017615	NCSU	ArchivesSpace		AIA Historical Directory					
"Fathauer, Suzanne P."	personal					NCSU	ArchivesSpace		local					
"Thomas, Arthur Haskell, 1902-1989"	personal					NCSU	ArchivesSpace		local					
"Tyrer, Maryann"	personal					NCSU	ArchivesSpace		local					
"Rayman, Jessica"	personal					NCSU	ArchivesSpace		local					
"Dodson, Judy Allen"	personal					NCSU	ArchivesSpace		local					
"Buchanan, Rose"	personal					NCSU	ArchivesSpace		local					
"Tollett, H. James, III"	personal					NCSU	ArchivesSpace		local					
"Whitaker, Rochelle"	personal					NCSU	ArchivesSpace		local					
"Cofield, Nikki"	personal					NCSU	ArchivesSpace		local					
"Warren, Alice S."	personal					NCSU	ArchivesSpace		local					
"Baumgarten, William Ludwig, 1885-1959"	personal				ahd1002554	NCSU	ArchivesSpace		AIA Historical Directory					
"Bailey, Vernon Howe, 1874-1953"	personal				http://lccn.loc.gov/no2003036753	NCSU	ArchivesSpace		lcnaf					
"Stewart, Debra"	personal					NCSU	ArchivesSpace		local					
"DiPietro, Helen"	personal					NCSU	ArchivesSpace		local					
"Warwick, Kathy H."	personal					NCSU	ArchivesSpace		local					
"Warwick, Duncan A."	personal					NCSU	ArchivesSpace		local					
"Evans, Antonio V."	personal					NCSU	ArchivesSpace		local					
"Evans, Sharon DuRant"	personal					NCSU	ArchivesSpace		local					
"Boggs, Thomas F."	personal					NCSU	ArchivesSpace		local					
"Boggs, Leanna M."	personal					NCSU	ArchivesSpace		local					
"Schweitzer, Ed"	personal					NCSU	ArchivesSpace		local					
"Schweitzer, Billie Jo"	personal					NCSU	ArchivesSpace		local					
"Lefort, Charles Romeo"	personal					NCSU	ArchivesSpace		local					
"Bianchi-Hall, Cecilia"	personal					NCSU	ArchivesSpace		local					
"Hall, Timothy S."	personal					NCSU	ArchivesSpace		local					
"Stokes, David M."	personal					NCSU	ArchivesSpace		local					
"Stokes, Patricia"	personal					NCSU	ArchivesSpace		local					
"Kennedy-Stoskopf, Suzanne"	personal				https://lccn.loc.gov/n88644109	NCSU	ArchivesSpace		lcnaf					
"Solomon, Dan"	personal					NCSU	ArchivesSpace		local					
"Solomon, Carolyn"	personal					NCSU	ArchivesSpace		local					
"Douglass, Scott R."	personal					NCSU	ArchivesSpace		ingest					
"Robertson, Sue"	personal					NCSU	ArchivesSpace		local					
tdstoffe	personal					NCSU	ArchivesSpace		local					
"Whitford, L. A.  (Larry Alston), 1902-1995"	personal				http://lccn.loc.gov/n91006364	NCSU	ArchivesSpace		lcnaf					
"Piraneo, Carl"	personal					NCSU	ArchivesSpace		local					
"Winstead, Ray Lynn, 1946-"	personal				http://catalog.lib.ncsu.edu/record/NCSU381687	NCSU	ArchivesSpace		local					
"Armstrong, Irene"	personal					NCSU	ArchivesSpace		ingest					
"Ward, Bobby J."	personal				https://lccn.loc.gov/no89008082	NCSU	ArchivesSpace		lcnaf					
"Ridenour, Julie"	personal					NCSU	ArchivesSpace		local					
"Samuelson, Lynn Clark"	personal					NCSU	ArchivesSpace		local					
"Wallace, Kyle"	personal					NCSU	ArchivesSpace		local					
"Green, Rhonda"	personal					NCSU	ArchivesSpace		local					
"Jones, Consuelo"	personal					NCSU	ArchivesSpace		local					
"Thomas, Llewellyn Hilleth"	personal					NCSU	ArchivesSpace		ingest					
"Green, Dan"	personal					NCSU	ArchivesSpace		local					
"Bennett, Shaun"	personal				https://lccn.loc.gov/nb2009002679	NCSU	ArchivesSpace		lcnaf					
"Obama, Barack"	personal				https://lccn.loc.gov/n94112934	NCSU	ArchivesSpace		lcnaf					
"Young, Andrew, 1932-"	personal				https://lccn.loc.gov/n80015456	NCSU	ArchivesSpace		lcnaf					
"Stone, Chuck"	personal				https://lccn.loc.gov/n50010556	NCSU	ArchivesSpace		lcnaf					
"Franklin, Shirley, 1945-"	personal				https://lccn.loc.gov/no2010024243	NCSU	ArchivesSpace		lcnaf					
"McNair, Ronald E., 1950-1986"	personal				https://lccn.loc.gov/n86141261	NCSU	ArchivesSpace		lcnaf					
"Matthews, Robert M."	personal					NCSU	ArchivesSpace		ingest					
"Carson, Charles L., 1847-1891"	personal				https://lccn.loc.gov/nr92026058	NCSU	ArchivesSpace		lcnaf					
"Morrison, John Rea"	personal					NCSU	ArchivesSpace		ingest					
"Mills, John Cameron"	personal					NCSU	ArchivesSpace		local					
"Williams, DaJonna C.R."	personal					NCSU	ArchivesSpace		local					
"Idries, Shima"	personal					NCSU	ArchivesSpace		local					
"DiarBakerli, Shamms"	personal					NCSU	ArchivesSpace		local					
"Rousse, Taylor"	personal					NCSU	ArchivesSpace		local					
"Moran, Thomas"	personal					NCSU	ArchivesSpace		local					
"Jackson, Callie K."	personal					NCSU	ArchivesSpace		local					
"Jackson, Leroy"	personal					NCSU	ArchivesSpace		local					
"Warren, Larry E."	personal					NCSU	ArchivesSpace		local					
"Risley, John S., 1942-2013"	personal					NCSU	ArchivesSpace		local					
"Blalock, James E."	personal					NCSU	ArchivesSpace		local					
"Roberts, Stacy Nichole"	personal					NCSU	ArchivesSpace		local					
"Majikes, Jacob M."	personal					NCSU	ArchivesSpace		local					
"Allen, Nina Strömgren"	personal					NCSU	ArchivesSpace		local					
"Branden, Jim"	personal					NCSU	ArchivesSpace		local					
"Tonelli, Chris"	personal					NCSU	ArchivesSpace		local					
"Haase, David G."	personal					NCSU	ArchivesSpace		local					
"Kirkpatrick, Lauren"	personal					NCSU	ArchivesSpace		local					
"Levine, Jay"	personal					NCSU	ArchivesSpace		local					
"Willis, TJ"	personal					NCSU	ArchivesSpace		local					
"Owen, Guy, 1925-1981"	personal				http://lccn.loc.gov/n80049534	NCSU	ArchivesSpace		lcnaf					
